STATE,ZIP,DOMAIN,CLUSTER,HOMEOWNR,DATASRCE,RFA_2,RFA_2R,RFA_2A,DOMAIN_A,DOMAIN_B
IN,46064,T2,36,H,C,L2F,L,F,T,2
FL,33160,U2,4,H,A,L3D,L,D,U,2
other,55347,T1,35,H,A,L3F,L,F,T,1
WA,98503,C2,27,H,C,L1F,L,F,C,2
other,55125,T2,40,U,A,L1F,L,F,T,2
other,70809,C2,25,H,B,L1G,L,G,C,2
other,89406,T2,36,H,D,L3D,L,D,T,2
FL,32114,S1,15,H,B,L1G,L,G,S,1
WA,98014,R2,44,U,A,L1G,L,G,R,2
TX,78759,S2,17,U,B,L1F,L,F,S,2
TX,77024,R2,46,U,A,L4E,L,E,R,2
FL,34772,T2,36,H,B,L1F,L,F,T,2
CA,90020,U2,4,U,A,L3E,L,E,U,2
TX,75115,S1,14,U,A,L1F,L,F,S,1
other,86322,R2,48,H,C,L4D,L,D,R,2
other,36093,R1,42,H,B,L2F,L,F,R,1
TX,78355,R2,43,U,D,L4D,L,D,R,2
other,83201,C2,27,H,C,L1F,L,F,C,2
CA,90047,U3,8,H,A,L1F,L,F,U,3
IL,60102,S1,14,U,A,L2F,L,F,S,1
IL,60178,T1,35,H,C,L1G,L,G,T,1
IL,60004,U1,3,U,A,L1G,L,G,U,1
other,71220,T2,36,H,D,L3E,L,E,T,2
CA,92656,S1,11,U,A,L1G,L,G,S,1
NC,27604,C2,27,H,B,L2G,L,G,C,2
other,88310,T3,41,H,D,L1E,L,E,T,3
CA,90505,S1,11,H,A,L4F,L,F,S,1
WA,98225,C2,25,U,C,L3F,L,F,C,2
CA,93446,T2,38,U,C,L1F,L,F,T,2
other,85023,U1,2,U,A,L1G,L,G,U,1
other,97426,R2,45,U,B,L1F,L,F,R,2
other,38002,R1,42,U,B,L4D,L,D,R,1
other,71903,C1,24,U,C,L3F,L,F,C,1
other,97338,T2,36,U,B,L1G,L,G,T,2
other,97321-,C2,27,U,C,L3D,L,D,C,2
IL,60148,S1,11,U,A,L4E,L,E,S,1
other,74501,T2,36,U,D,L1E,L,E,T,2
other,97212,U2,5,H,B,L4E,L,E,U,2
GA,31030,T1,34,U,B,L1G,L,G,T,1
other,39158,S3,21,H,B,L3E,L,E,S,3
IL,62040,S3,21,H,A,L3D,L,D,S,3
WA,98629,T2,40,U,B,L1G,L,G,T,2
MI,49457,R3,50,H,C,L4F,L,F,R,3
TX,78676,R1,42,H,B,L1F,L,F,R,1
MI,48071,S2,18,H,A,L1F,L,F,S,2
IL,60657,U1,1,U,A,L2G,L,G,U,1
WI,54481,C2,27,H,C,L1F,L,F,C,2
FL,32714,S2,18,U,B,L3D,L,D,S,2
MI,48444,R2,49,U,A,L4E,L,E,R,2
other,87327,R2,43,U,D,L4E,L,E,R,2
CA,90017,U4,10,U,A,L2F,L,F,U,4
CA,95204,S2,16,U,B,L3E,L,E,S,2
other,38652,T2,40,U,D,L1F,L,F,T,2
other,29169,S3,21,H,B,L1E,L,E,S,3
WA,98249,R2,46,U,C,L2G,L,G,R,2
CA,92075,S1,13,H,A,L3F,L,F,S,1
IN,47331,T3,41,H,D,L1F,L,F,T,3
WI,54984,R2,48,H,D,L3E,L,E,R,2
other,85201,S2,17,U,A,L3F,L,F,S,2
TX,77479,S1,14,H,A,L1F,L,F,S,1
FL,32234-,R2,43,H,B,L2F,L,F,R,2
CA,95987,R2,46,U,D,L1G,L,G,R,2
IL,61561,R2,49,U,B,L2F,L,F,R,2
other,97058,T2,36,U,D,L1F,L,F,T,2
other,42701,T2,36,U,C,L1F,L,F,T,2
other,68333,R1,42,H,D,L1G,L,G,R,1
other,97365,R2,40,U,D,L2G,L,G,R,2
FL,32803,C2,26,U,B,L2E,L,E,C,2
other,88101,T2,40,U,D,L1F,L,F,T,2
WI,53147,T2,38,U,C,L4E,L,E,T,2
other,97388,C2,28,U,D,L1F,L,F,C,2
WA,98026,S1,12,U,A,L4D,L,D,S,1
other,83420-,R2,49,U,D,L1G,L,G,R,2
CA,92653,U2,7,H,A,L2F,L,F,U,2
TX,77662,T3,41,H,B,L2E,L,E,T,3
CA,92007,C1,24,U,A,L1G,L,G,C,1
IN,46176,R2,40,U,B,L1F,L,F,R,2
TX,78676,R1,42,H,B,L2F,L,F,R,1
other,80501,C1,24,H,B,L3G,L,G,C,1
other,67208,C1,24,H,B,L1G,L,G,C,1
CA,91402,U2,6,H,A,L4D,L,D,U,2
CA,92503,C2,28,H,A,L1F,L,F,C,2
other,40372,R2,49,U,D,L1F,L,F,R,2
MI,48036,S2,20,H,A,L1G,L,G,S,2
other,67207,S2,17,H,B,L1F,L,F,S,2
FL,33179,S3,21,H,A,L1F,L,F,S,3
other,70602,C3,31,U,C,L1F,L,F,C,3
other,68147,S1,12,H,B,L2F,L,F,S,1
other,35215,S2,17,U,B,L1F,L,F,S,2
other,59047,T2,36,U,D,L1G,L,G,T,2
GA,30635,R2,47,H,D,L1F,L,F,R,2
CA,93101,S2,17,U,B,L3F,L,F,S,2
FL,32225,S1,14,H,B,L1F,L,F,S,1
FL,33810,T2,39,U,B,L1F,L,F,T,2
IL,60629,U3,8,H,A,L3D,L,D,U,3
FL,33308,C1,23,H,A,L3G,L,G,C,1
WI,54426,R2,49,U,C,L2G,L,G,R,2
CA,91767,S2,19,H,A,L1F,L,F,S,2
MI,48622,R2,49,H,D,L3D,L,D,R,2
MI,49202,C2,25,U,C,L3E,L,E,C,2
NC,28773,C2,28,H,D,L1F,L,F,C,2
CA,90045,U1,2,H,A,L3E,L,E,U,1
other,88337,R2,49,U,D,L1G,L,G,R,2
CA,93940,S1,13,U,B,L1F,L,F,S,1
TX,75011,T1,35,U,A,L3G,L,G,T,1
MO,64503,C3,30,U,C,L1E,L,E,C,3
WI,53045,S1,14,H,B,L2E,L,E,S,1
other,38358,T2,36,H,D,L1E,L,E,T,2
other,35022,R2,49,U,B,L3D,L,D,R,2
MI,48380,T2,40,H,A,L1F,L,F,T,2
other,66618,T1,35,H,C,L4D,L,D,T,1
other,80909,C1,24,H,B,L3G,L,G,C,1
CA,92691,S1,15,H,A,L1F,L,F,S,1
FL,33410,S2,16,H,B,L1F,L,F,S,2
TX,79413,C1,24,H,C,L2F,L,F,C,1
CA,91203,U2,7,U,A,L4F,L,F,U,2
MO,63122,S1,13,H,A,L2G,L,G,S,1
other,74033,T2,39,U,B,L3D,L,D,T,2
other,35901,R2,49,U,C,L3E,L,E,R,2
other,40507,C2,25,U,B,L2F,L,F,C,2
MI,48204,U4,10,H,A,L1F,L,F,U,4
other,40207,S2,16,U,B,L3F,L,F,S,2
CA,94585,C1,24,H,A,L1F,L,F,C,1
other,73159,S2,16,U,B,L1E,L,E,S,2
NC,28340,R2,47,U,C,L1G,L,G,R,2
FL,33711,U4,10,H,A,L1G,L,G,U,4
MI,49285,R2,44,U,B,L4E,L,E,R,2
GA,31308,R2,43,U,D,L4E,L,E,R,2
CA,94579,U2,5,H,A,L2G,L,G,U,2
MI,49759,R2,48,U,D,L2F,L,F,R,2
IL,60608,U4,10,U,A,L1F,L,F,U,4
other,70131,S2,16,U,B,L4D,L,D,S,2
other,80903,C3,30,H,B,L1E,L,E,C,3
FL,33881,C1,24,U,B,L2G,L,G,C,1
other,80014,U1,1,U,B,L1G,L,G,U,1
GA,30093,S1,15,H,A,L1G,L,G,S,1
CA,91411-,R2,40,U,A,L1E,L,E,R,2
CA,90707,U3,9,H,A,L2F,L,F,U,3
other,37723,R3,51,H,D,L4D,L,D,R,3
CA,93204,R3,52,U,C,L2F,L,F,R,3
FL,33872,T2,37,H,C,L1E,L,E,T,2
CA,91710,S2,20,H,A,L1G,L,G,S,2
CA,91214,S1,11,U,A,L3E,L,E,S,1
WI,54981,T2,38,H,D,L1E,L,E,T,2
MO,65613,R2,45,H,D,L1F,L,F,R,2
other,97118,R2,48,H,D,L1E,L,E,R,2
IL,60641,U2,4,U,A,L2G,L,G,U,2
other,74135,C1,23,U,B,L1G,L,G,C,1
TX,75216,C3,32,U,A,L1F,L,F,C,3
other,55432,S1,12,H,A,L1F,L,F,S,1
other,50025,R2,45,H,D,L4D,L,D,R,2
WA,98367,T2,40,U,C,L1F,L,F,T,2
CA,95337,S1,14,H,B,L1F,L,F,S,1
other,70584,T2,39,U,C,L2G,L,G,T,2
CA,94402,C1,24,H,A,L1G,L,G,C,1
CA,93907,T2,40,H,B,L1F,L,F,T,2
TX,77011,U4,10,U,A,L1F,L,F,U,4
other,59840,R2,45,H,D,L1G,L,G,R,2
NC,27882,R2,47,H,C,L1F,L,F,R,2
other,67029,R2,45,U,D,L1F,L,F,R,2
FL,33319,C2,26,H,A,L1F,L,F,C,2
other,72211,T1,35,U,B,L2G,L,G,T,1
IL,61523,R1,42,U,B,L2G,L,G,R,1
CA,91790,U1,2,U,A,L1G,L,G,U,1
other,29841,C2,27,H,B,L2F,L,F,C,2
IL,60031,T1,35,H,A,L1G,L,G,T,1
other,71108,C3,30,H,B,L4G,L,G,C,3
IN,46783,R2,44,H,D,L2F,L,F,R,2
GA,30350,S1,14,H,A,L1G,L,G,S,1
other,85268,T1,34,U,A,L3G,L,G,T,1
MI,48327,C3,31,U,A,L1G,L,G,C,3
other,96825,S1,11,H,B,L2F,L,F,S,1
WA,98126,S2,16,H,A,L1F,L,F,S,2
WA,98528,R2,46,H,D,L1G,L,G,R,2
other,68722,R3,53,U,D,L4F,L,F,R,3
other,55353,R2,44,H,C,L1F,L,F,R,2
other,38343,R3,51,U,D,L2G,L,G,R,3
IL,60047,S1,14,H,A,L1F,L,F,S,1
MI,49426,S1,12,U,B,L3F,L,F,S,1
GA,31069,T2,40,U,B,L1F,L,F,T,2
CA,92649,S1,11,H,A,L1G,L,G,S,1
MI,49431,T3,41,H,D,L3F,L,F,T,3
CA,92154,U4,10,U,A,L1F,L,F,U,4
other,40291,S2,18,H,B,L1F,L,F,S,2
other,40006-,R2,43,U,D,L3G,L,G,R,2
other,59601,C1,22,H,D,L1F,L,F,C,1
CA,91202,S1,11,U,A,L1F,L,F,S,1
CA,90241,U3,8,H,A,L1F,L,F,U,3
CA,95670,S1,11,H,B,L1F,L,F,S,1
CA,94605,U2,7,U,A,L3E,L,E,U,2
MI,48861,R2,49,H,B,L2G,L,G,R,2
TX,77042,U1,2,H,A,L1F,L,F,U,1
IN,46228,S1,14,U,B,L2F,L,F,S,1
NC,28465,T1,34,U,C,L2G,L,G,T,1
WI,53014,R2,46,H,B,L1F,L,F,R,2
CA,91803,U2,7,U,A,L3F,L,F,U,2
other,85718,S1,13,U,B,L2G,L,G,S,1
CA,93257,C2,27,U,B,L1G,L,G,C,2
NC,28379,T1,34,H,D,L1G,L,G,T,1
CA,93063,S1,14,H,A,L1F,L,F,S,1
other,89120-,S2,17,U,B,L2F,L,F,S,2
MO,63011,C1,24,H,A,L1F,L,F,C,1
CA,93230,T2,40,U,C,L3E,L,E,T,2
other,88352,R3,52,U,D,L1E,L,E,R,3
other,71357,R2,47,H,D,L1G,L,G,R,2
MI,48197,C1,24,H,A,L4D,L,D,C,1
other,50219,T1,35,H,D,L2G,L,G,T,1
other,72103,T2,39,H,B,L1F,L,F,T,2
other,80215,S2,17,U,B,L1F,L,F,S,2
CA,92024,C1,24,U,A,L3E,L,E,C,1
IN,46304,R2,40,U,A,L4E,L,E,R,2
CA,90008,U1,2,U,A,L3E,L,E,U,1
CA,92154,S2,19,H,A,L2F,L,F,S,2
MO,63042,S2,17,H,A,L1G,L,G,S,2
other,89117,S1,11,H,B,L4E,L,E,S,1
MO,65738,R2,43,H,B,L3F,L,F,R,2
WA,98591,R2,46,U,C,L1F,L,F,R,2
other,74010,R2,45,U,B,L1F,L,F,R,2
TX,79325,R3,52,U,D,L4F,L,F,R,3
CA,90715,U1,2,H,A,L2E,L,E,U,1
IL,60202,U1,3,U,A,L3E,L,E,U,1
GA,30501,T2,38,U,C,L2F,L,F,T,2
other,87111,U1,2,H,B,L1E,L,E,U,1
FL,32712,S1,12,H,B,L2E,L,E,S,1
WA,98671,T3,41,U,B,L1F,L,F,T,3
CA,90745,S3,21,H,A,L4G,L,G,S,3
other,97225,S1,15,H,B,L3F,L,F,S,1
MI,48154-,S3,21,U,A,L2F,L,F,S,3
CA,93306,S1,11,H,B,L1G,L,G,S,1
MI,48150,S2,16,H,A,L1F,L,F,S,2
IL,60805,R2,40,U,A,L1F,L,F,R,2
MI,49276,R2,49,U,C,L1E,L,E,R,2
other,82443,R2,45,U,D,L2F,L,F,R,2
FL,32040,R2,43,H,D,L1F,L,F,R,2
IN,46224,C3,31,U,B,L2F,L,F,C,3
other,83686,C2,27,U,C,L3E,L,E,C,2
MI,49801,R2,45,U,D,L2F,L,F,R,2
other,55408,U2,4,U,A,L1F,L,F,U,2
CA,92243,T2,40,H,C,L1F,L,F,T,2
MI,48818,R2,49,H,D,L4F,L,F,R,2
CA,94117,U1,1,U,A,L2F,L,F,U,1
other,37217,C1,24,U,B,L4E,L,E,C,1
CA,91602,U1,2,H,A,L1F,L,F,U,1
other,66614,T1,35,U,C,L1F,L,F,T,1
IN,46835-,S1,12,H,B,L1F,L,F,S,1
CA,90039,U3,8,H,A,L3E,L,E,U,3
MI,48336,S1,13,U,A,L2G,L,G,S,1
CA,90605,U3,8,H,A,L1F,L,F,U,3
other,81501,C2,27,H,C,L1F,L,F,C,2
NC,27522,R2,49,H,D,L1F,L,F,R,2
other,83642,S3,21,U,C,L2F,L,F,S,3
FL,33609,U3,8,U,A,L3E,L,E,U,3
other,37604,T2,36,H,B,L4E,L,E,T,2
other,81401,R2,49,U,D,L4D,L,D,R,2
other,70301,T1,35,H,C,L1F,L,F,T,1
other,86326,T2,36,H,C,L1E,L,E,T,2
GA,31405,C2,28,H,B,L1F,L,F,C,2
other,89704,R2,40,U,B,L1F,L,F,R,2
FL,33510,C2,27,H,A,L1E,L,E,C,2
CA,92707,U3,8,U,A,L4D,L,D,U,3
other,80127,S2,17,H,B,L4D,L,D,S,2
CA,92115,C2,25,H,A,L1F,L,F,C,2
other,29631,T1,34,U,B,L2F,L,F,T,1
IL,60610,U1,1,H,A,L1F,L,F,U,1
GA,30331,C3,32,H,A,L1F,L,F,C,3
other,80436,R2,44,U,D,L2F,L,F,R,2
WA,98040,S1,14,U,A,L3D,L,D,S,1
MO,63303,S2,17,U,A,L2F,L,F,S,2
IL,62236,T2,40,H,A,L3D,L,D,T,2
other,89102,S1,11,U,B,L1F,L,F,S,1
IN,46038,T1,35,H,B,L1F,L,F,T,1
GA,30441,R3,50,U,D,L2G,L,G,R,3
other,96719,R2,43,H,C,L1F,L,F,R,2
MI,48640-,T2,40,U,B,L3G,L,G,T,2
other,59825,R1,42,H,C,L2F,L,F,R,1
CA,94553,S1,13,H,A,L1F,L,F,S,1
other,73501,T2,39,H,C,L1F,L,F,T,2
other,52722,S2,16,H,B,L1G,L,G,S,2
FL,32217,S1,11,U,B,L3F,L,F,S,1
TX,76365,R2,45,U,D,L2F,L,F,R,2
FL,32533,T2,40,U,B,L4D,L,D,T,2
WA,99337,C1,24,H,C,L1G,L,G,C,1
TX,78015,R2,40,U,B,L1F,L,F,R,2
IL,62294,R2,44,U,A,L2G,L,G,R,2
IL,60016,C1,22,U,A,L2F,L,F,C,1
TX,77305,U1,2,U,A,L2E,L,E,U,1
FL,33541,T2,37,H,A,L2G,L,G,T,2
other,83855,R2,49,H,D,L1E,L,E,R,2
FL,32725,C2,27,H,B,L3F,L,F,C,2
NC,27529,S2,18,H,B,L1F,L,F,S,2
WA,98284,T2,39,H,C,L3E,L,E,T,2
MI,48108,C1,22,U,A,L1F,L,F,C,1
CA,92020,S3,21,H,A,L1G,L,G,S,3
CA,92591,U1,3,U,A,L4E,L,E,U,1
CA,94602,U1,3,U,A,L2F,L,F,U,1
IN,46135,T2,36,U,D,L2F,L,F,T,2
CA,93927,T2,38,H,B,L2F,L,F,T,2
CA,91040,S2,20,H,A,L4G,L,G,S,2
CA,94601,U4,10,U,A,L1F,L,F,U,4
other,55811,S2,20,U,B,L3G,L,G,S,2
NC,28001,T2,36,H,D,L2F,L,F,T,2
CA,94538,S1,12,H,A,L3G,L,G,S,1
other,68826,R2,45,U,D,L2F,L,F,R,2
MI,48601,C3,32,H,B,L1F,L,F,C,3
other,84106,U1,2,H,B,L3E,L,E,U,1
other,73505,C2,27,U,C,L2G,L,G,C,2
other,96734-,R2,40,U,B,L1G,L,G,R,2
TX,79705,C1,23,U,C,L2F,L,F,C,1
MI,48130,T1,35,H,A,L3E,L,E,T,1
CA,93656,R3,52,H,B,L1F,L,F,R,3
other,66212,S1,15,U,B,L1F,L,F,S,1
CA,92679-,T1,35,U,A,L1E,L,E,T,1
IL,60510,U1,1,U,A,L1F,L,F,U,1
MI,49093,T3,41,U,C,L1F,L,F,T,3
CA,92627,U2,4,U,A,L1F,L,F,U,2
GA,30286,T2,36,H,D,L1F,L,F,T,2
MI,48449,R2,44,H,C,L1G,L,G,R,2
CA,95425,R2,46,H,A,L2E,L,E,R,2
CA,92029,S1,11,H,A,L3E,L,E,S,1
IN,46203,C3,30,H,B,L1G,L,G,C,3
GA,30655,R2,49,H,A,L1G,L,G,R,2
CA,95746,T1,35,H,B,L1F,L,F,T,1
other,50313-,C2,27,U,B,L2F,L,F,C,2
MO,63123,S2,20,H,A,L1F,L,F,S,2
CA,92122,S1,15,U,A,L1F,L,F,S,1
other,99707,R2,44,U,C,L1F,L,F,R,2
MI,48895,R1,42,H,B,L1F,L,F,R,1
other,35042,R3,51,U,D,L1G,L,G,R,3
CA,94102,U4,10,U,A,L2E,L,E,U,4
MI,48335,S2,18,H,A,L4F,L,F,S,2
other,74103,C3,31,H,B,L1G,L,G,C,3
NC,27204,T2,40,U,B,L1G,L,G,T,2
other,55446,S1,14,U,A,L3E,L,E,S,1
GA,30126,S3,21,H,A,L1G,L,G,S,3
CA,95948,T3,41,U,C,L1F,L,F,T,3
other,89005,T2,37,H,B,L3E,L,E,T,2
other,70116,U4,10,H,B,L2E,L,E,U,4
NC,28215,C2,27,H,B,L1E,L,E,C,2
IN,47802,T2,37,H,C,L3E,L,E,T,2
other,50025,R3,51,H,D,L4D,L,D,R,3
other,55744,T2,39,H,D,L1E,L,E,T,2
other,41051,T2,40,H,B,L2F,L,F,T,2
other,38260,R3,51,U,D,L1E,L,E,R,3
FL,34655,S1,14,H,A,L1G,L,G,S,1
CA,91342,S1,12,U,A,L2F,L,F,S,1
GA,31701,C3,32,H,C,L1F,L,F,C,3
other,41048,T2,40,U,B,L4E,L,E,T,2
MI,48446,R2,44,H,A,L1G,L,G,R,2
other,29801,T2,39,U,B,L2G,L,G,T,2
CA,95128,U2,4,H,A,L1G,L,G,U,2
CA,92591,T1,35,H,A,L1F,L,F,T,1
MI,49707,R3,51,H,D,L1G,L,G,R,3
other,58201,C2,25,H,C,L2E,L,E,C,2
CA,95540,R2,43,H,C,L2F,L,F,R,2
CA,95630,S1,14,H,B,L1G,L,G,S,1
TX,78701,C1,22,U,B,L1F,L,F,C,1
FL,32035,R2,40,U,B,L4F,L,F,R,2
WI,53508,R2,44,H,B,L1E,L,E,R,2
TX,78656,R2,43,U,D,L1E,L,E,R,2
FL,32082,T1,34,H,B,L1G,L,G,T,1
WA,98852,R2,49,H,C,L3E,L,E,R,2
other,59101,T2,39,H,C,L2F,L,F,T,2
other,35023,S2,16,H,B,L1G,L,G,S,2
other,39560,C2,27,H,C,L1F,L,F,C,2
NC,28215,C2,27,U,B,L1E,L,E,C,2
other,71292,R3,51,U,C,L3F,L,F,R,3
NC,27610,C1,24,U,B,L2F,L,F,C,1
CA,93436,C3,31,H,B,L2E,L,E,C,3
other,37404,C3,32,H,B,L1G,L,G,C,3
NC,27614,T1,35,H,B,L2G,L,G,T,1
IL,62891,R2,45,H,D,L1E,L,E,R,2
CA,92231,R3,52,U,C,L1E,L,E,R,3
CA,95765,R1,42,H,B,L4E,L,E,R,1
other,85344,R2,45,U,D,L2F,L,F,R,2
other,37690,R2,43,U,B,L4D,L,D,R,2
TX,76133,S1,13,H,A,L1F,L,F,S,1
CA,91801,U1,3,H,A,L1G,L,G,U,1
other,58278-,R2,44,U,C,L1F,L,F,R,2
MI,48187,S1,14,H,A,L1F,L,F,S,1
MI,49093,R2,49,H,C,L4D,L,D,R,2
other,97850,R2,40,U,D,L1F,L,F,R,2
TX,75941,R2,43,H,C,L4F,L,F,R,2
other,97038,R2,49,U,B,L2F,L,F,R,2
CA,93644,R1,42,H,C,L3E,L,E,R,1
other,96726-,R1,42,U,C,L1F,L,F,R,1
other,85201,S2,17,U,A,L2F,L,F,S,2
TX,75654,R2,48,U,D,L1F,L,F,R,2
CA,94514,T1,35,H,A,L1F,L,F,T,1
TX,79924,C3,30,U,B,L1F,L,F,C,3
CA,93422,T2,38,H,C,L3D,L,D,T,2
other,81212,T2,36,H,D,L3F,L,F,T,2
TX,77081,U1,1,U,A,L4E,L,E,U,1
CA,90303,U3,8,H,A,L2F,L,F,U,3
GA,30331,S2,17,H,A,L4E,L,E,S,2
other,71203,T1,34,H,C,L1G,L,G,T,1
other,85213,S1,12,U,A,L3E,L,E,S,1
FL,33708,R2,40,U,A,L2G,L,G,R,2
NC,28327,R2,46,U,C,L2E,L,E,R,2
other,66210,S1,14,H,B,L2F,L,F,S,1
CA,94044,S1,12,H,A,L2G,L,G,S,1
other,89431,S2,20,U,B,L4F,L,F,S,2
IN,47303,C3,30,H,C,L1F,L,F,C,3
CA,93635,T2,36,U,C,L1F,L,F,T,2
MI,48098,S1,14,H,A,L1F,L,F,S,1
MI,49509,S3,21,H,B,L1F,L,F,S,3
other,52302,C3,31,U,C,L1G,L,G,C,3
other,70517,T2,36,U,C,L2F,L,F,T,2
MI,48382,S2,18,H,A,L1F,L,F,S,2
TX,78842,T2,40,H,D,L1G,L,G,T,2
other,68130,C1,24,U,B,L3E,L,E,C,1
CA,94123,U1,1,U,A,L1F,L,F,U,1
CA,93940-,S1,14,H,B,L1G,L,G,S,1
GA,30127,S2,18,H,A,L1F,L,F,S,2
CA,92607,C1,24,H,A,L1G,L,G,C,1
other,55746,T2,36,H,B,L2F,L,F,T,2
other,97355,R2,44,U,C,L1F,L,F,R,2
CA,94133,U1,1,U,A,L1F,L,F,U,1
IL,60076,U1,2,U,A,L2G,L,G,U,1
FL,33634,S2,18,H,A,L1F,L,F,S,2
CA,94536,S1,11,H,A,L2E,L,E,S,1
NC,28115,C1,24,U,C,L1F,L,F,C,1
CA,91790,U1,1,U,A,L3E,L,E,U,1
FL,32955,S2,20,U,B,L1F,L,F,S,2
TX,75160,S1,12,U,A,L4G,L,G,S,1
GA,30228,R2,44,U,A,L3E,L,E,R,2
IL,60031,S2,18,H,A,L1F,L,F,S,2
WA,98665-,S3,21,U,B,L1F,L,F,S,3
MI,48126,U3,8,U,A,L1E,L,E,U,3
FL,33483,S1,13,H,B,L2E,L,E,S,1
IL,60402,U3,8,H,A,L4E,L,E,U,3
other,68127,S1,12,H,B,L3D,L,D,S,1
IN,47932,R2,49,U,D,L3D,L,D,R,2
IL,61614,C1,22,H,B,L1E,L,E,C,1
other,55116,U2,4,U,A,L3D,L,D,U,2
MI,48038,S3,21,U,A,L1G,L,G,S,3
other,37013,T1,34,U,B,L1F,L,F,T,1
GA,30606,C1,22,U,C,L1G,L,G,C,1
other,86327,C2,28,U,C,L2F,L,F,C,2
NC,27265,C2,25,H,B,L2F,L,F,C,2
CA,91040,S2,20,U,A,L1F,L,F,S,2
IL,60638,S2,20,U,A,L1F,L,F,S,2
NC,28205,C2,27,H,B,L3D,L,D,C,2
NC,28532,T2,40,U,C,L2F,L,F,T,2
CA,92243,T2,40,U,C,L4D,L,D,T,2
other,85206,C3,31,U,A,L3D,L,D,C,3
MO,64507,C2,28,U,C,L3D,L,D,C,2
other,41018,S2,17,H,B,L1G,L,G,S,2
other,80134,S1,15,H,B,L2E,L,E,S,1
other,70471,R2,40,H,B,L3E,L,E,R,2
GA,30047,S2,18,H,A,L1F,L,F,S,2
other,89108,S2,18,H,B,L1F,L,F,S,2
CA,92648,S1,14,H,A,L1F,L,F,S,1
CA,95338,C2,28,H,D,L2G,L,G,C,2
MI,48161,C2,27,U,A,L4D,L,D,C,2
MO,64853,R3,51,U,C,L1G,L,G,R,3
NC,27043-,R2,49,U,B,L2F,L,F,R,2
IL,60620,R2,45,U,A,L1E,L,E,R,2
other,35810,C1,24,U,B,L1F,L,F,C,1
IN,47018,R2,43,U,B,L4D,L,D,R,2
TX,79706,R1,42,U,C,L1F,L,F,R,1
GA,31907,C2,27,H,B,L1F,L,F,C,2
other,55707,R2,45,U,D,L1F,L,F,R,2
other,71270,T1,35,U,D,L1F,L,F,T,1
FL,34613,C3,33,H,A,L2G,L,G,C,3
other,55304,T2,40,H,A,L2F,L,F,T,2
WI,53956,R2,49,U,C,L3E,L,E,R,2
CA,92780,S2,17,U,A,L3D,L,D,S,2
other,55044,C1,24,H,A,L1F,L,F,C,1
CA,91909,S3,21,U,A,L1F,L,F,S,3
CA,91354,C1,24,H,A,L4E,L,E,C,1
other,97062,S2,17,U,B,L2F,L,F,S,2
other,66067,T2,37,U,D,L1G,L,G,T,2
CA,92220,C2,29,H,A,L2F,L,F,C,2
NC,28025,R2,44,H,B,L1E,L,E,R,2
MO,63020,T2,36,U,A,L3E,L,E,T,2
CA,90254,U1,1,U,A,L3E,L,E,U,1
CA,90241,U2,5,H,A,L1G,L,G,U,2
IL,62231,R2,45,U,A,L1G,L,G,R,2
other,41017,S1,12,H,B,L1F,L,F,S,1
FL,34667,C3,33,H,A,L2G,L,G,C,3
IL,61536-,C3,31,U,B,L2G,L,G,C,3
MO,63122,S1,11,H,A,L2E,L,E,S,1
other,80303,C1,22,U,B,L1G,L,G,C,1
other,68005,S1,11,H,B,L3E,L,E,S,1
CA,95350,S1,13,H,B,L3D,L,D,S,1
WI,54771,R2,45,U,D,L1E,L,E,R,2
other,29030,R2,47,H,D,L2F,L,F,R,2
TX,78230,S1,13,H,B,L1G,L,G,S,1
IL,60107,C2,25,H,A,L2G,L,G,C,2
other,81504,T2,39,H,C,L2G,L,G,T,2
other,85730,C1,23,U,B,L4D,L,D,C,1
FL,33315,U2,7,H,A,L3F,L,F,U,2
CA,93268,T3,41,U,B,L4E,L,E,T,3
other,68801,C2,27,H,D,L1F,L,F,C,2
CA,91316-,R1,42,H,A,L1F,L,F,R,1
other,36830,C2,25,H,C,L1F,L,F,C,2
FL,34482,C1,24,U,C,L2E,L,E,C,1
other,36587,R2,43,U,B,L3E,L,E,R,2
FL,32701,S2,20,H,B,L1G,L,G,S,2
NC,28340,R2,47,H,C,L1F,L,F,R,2
GA,30741,C3,30,U,B,L3E,L,E,C,3
GA,30673,R2,47,U,D,L4G,L,G,R,2
NC,27320,R3,50,U,C,L1G,L,G,R,3
other,85716,C2,27,H,B,L1F,L,F,C,2
other,97281,U4,10,H,B,L1G,L,G,U,4
TX,78202,C3,32,H,B,L1G,L,G,C,3
NC,27406,C3,32,H,B,L1F,L,F,C,3
other,39175,R2,47,U,B,L1G,L,G,R,2
CA,94552,T1,35,H,A,L2E,L,E,T,1
CA,95320,R2,44,H,B,L1F,L,F,R,2
CA,92024-,S1,15,H,A,L2F,L,F,S,1
MI,48236,U1,2,U,A,L4E,L,E,U,1
NC,27513,S1,12,H,B,L1F,L,F,S,1
TX,79924,C3,30,H,B,L2F,L,F,C,3
IL,60101,S1,12,H,A,L3E,L,E,S,1
FL,33054,U4,10,H,A,L1F,L,F,U,4
NC,28147,C1,24,H,B,L1G,L,G,C,1
GA,30274,C2,27,U,A,L1F,L,F,C,2
other,71276,R3,50,H,D,L1G,L,G,R,3
WI,54303,C3,30,U,C,L1F,L,F,C,3
other,35217,C3,30,U,B,L1E,L,E,C,3
